Layer1,Layer2,Layer3
blaOXA-48,Other STs,Slovenia
blaOXA-48,Other STs,Germany
blaOXA-48,Other STs,Slovenia
blaOXA-48,Other STs,Norway
blaOXA-48,Other STs,Switzerland
blaOXA-232,Other STs,India
blaOXA-181,Other STs,United Kingdom
blaOXA-232,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Germany
blaOXA-48,Other STs,Germany
blaOXA-244,Other STs,Netherlands
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,USA
blaOXA-232,Other STs,USA
blaOXA-244,Other STs,Others
blaOXA-244,Other STs,Others
blaOXA-244,Other STs,Others
blaOXA-48,Other STs,Slovenia
blaOXA-181,Other STs,USA
blaOXA-232,Other STs,USA
blaOXA-244,Other STs,USA
blaOXA-181,Other STs,Others
blaOXA-181,ST354,Norway
blaOXA-48,ST354,Norway
blaOXA-48,ST354,Netherlands
blaOXA-181,ST354,Others
blaOXA-181,ST354,Others
blaOXA-181,ST354,Others
blaOXA-181,ST354,Others
blaOXA-181,ST354,Others
blaOXA-181,ST354,Others
blaOXA-181,ST354,Others
blaOXA-181,ST354,Others
blaOXA-181,ST354,Others
blaOXA-48,ST354,Lebanon
blaOXA-48,ST354,Lebanon
blaOXA-48,ST354,Lebanon
blaOXA-48,ST354,Lebanon
blaOXA-48,ST354,Australia
blaOXA-48,ST354,Australia
blaOXA-181,ST354,Australia
blaOXA-48,ST354,Australia
blaOXA-48,ST354,Australia
blaOXA-181,ST354,Qatar
blaOXA-48,ST354,Lebanon
blaOXA-48,ST354,Lebanon
blaOXA-48,ST354,Lebanon
blaOXA-48,ST354,Spain
blaOXA-48,ST354,Spain
blaOXA-48,ST354,Spain
blaOXA-181,ST354,Qatar
blaOXA-48,ST354,USA
blaOXA-48,ST354,Germany
blaOXA-181,ST354,Germany
blaOXA-48,ST354,Germany
blaOXA-48,ST354,Germany
blaOXA-48,ST354,USA
blaOXA-48,ST354,Australia
blaOXA-181,ST354,Australia
blaOXA-181,ST354,Australia
blaOXA-181,ST354,Australia
blaOXA-181,ST354,Australia
blaOXA-48,ST354,Australia
blaOXA-48,ST354,Singapore
blaOXA-48,ST354,USA
blaOXA-48,ST354,Lebanon
blaOXA-181,ST354,Others
blaOXA-48,ST354,Others
blaOXA-48,ST354,Others
blaOXA-48,ST354,Others
blaOXA-232,ST354,United Kingdom
blaOXA-48,ST354,United Kingdom
blaOXA-48,ST354,United Kingdom
blaOXA-48,ST354,United Kingdom
blaOXA-48,ST354,United Kingdom
blaOXA-181,ST354,United Kingdom
blaOXA-48,ST354,USA
blaOXA-48,ST354,USA
blaOXA-48,ST354,Germany
blaOXA-48,ST354,Switzerland
blaOXA-48,ST354,Switzerland
blaOXA-48,ST354,Switzerland
blaOXA-48,ST354,Germany
blaOXA-48,ST354,Others
blaOXA-48,ST354,USA
blaOXA-232,ST354,Singapore
blaOXA-48,ST354,USA
blaOXA-48,ST354,USA
blaOXA-48,ST354,Others
blaOXA-181,ST354,Germany
blaOXA-181,ST354,Singapore
blaOXA-181,ST354,Germany
blaOXA-48,ST354,Spain
blaOXA-48,ST354,Spain
blaOXA-48,ST354,Canada
blaOXA-48,ST354,USA
blaOXA-48,ST354,USA
blaOXA-48,ST354,USA
blaOXA-48,ST354,USA
blaOXA-48,ST354,USA
blaOXA-48,ST354,USA
blaOXA-48,ST354,USA
blaOXA-48,ST354,USA
blaOXA-48,ST354,USA
blaOXA-48,ST354,USA
blaOXA-48,ST354,Australia
blaOXA-48,ST354,New Zealand
blaOXA-48,Other STs,United Kingdom
blaOXA-181,Other STs,USA
blaOXA-181,ST361,Norway
blaOXA-244,ST361,Others
blaOXA-244,ST361,Others
blaOXA-48,ST361,Canada
blaOXA-232,ST361,India
blaOXA-181,ST361,India
blaOXA-181,ST361,India
blaOXA-181,ST361,India
blaOXA-244,ST361,Qatar
blaOXA-244,ST361,Netherlands
blaOXA-181,ST361,Canada
blaOXA-181,ST361,Australia
blaOXA-232,ST361,Australia
blaOXA-181,ST361,Australia
blaOXA-244,ST361,Australia
blaOXA-244,ST361,Switzerland
blaOXA-244,ST361,Switzerland
blaOXA-48,ST361,Others
blaOXA-232,ST361,Others
blaOXA-232,ST361,Others
blaOXA-232,ST361,Others
blaOXA-181,ST361,Others
blaOXA-232,ST361,USA
blaOXA-48,ST361,Germany
blaOXA-244,ST361,Germany
blaOXA-244,ST361,Germany
blaOXA-244,ST361,Germany
blaOXA-181,ST361,Canada
blaOXA-181,ST361,USA
blaOXA-244,ST361,USA
blaOXA-181,ST361,Lebanon
blaOXA-244,ST361,Germany
blaOXA-244,ST361,Others
blaOXA-244,ST361,Others
blaOXA-181,ST361,Others
blaOXA-181,ST361,Others
blaOXA-181,ST361,India
blaOXA-244,ST361,Others
blaOXA-244,ST361,Others
blaOXA-244,ST361,Qatar
blaOXA-244,ST361,Poland
blaOXA-244,ST361,Poland
blaOXA-244,ST361,Poland
blaOXA-48,ST361,Others
blaOXA-244,ST361,Others
blaOXA-244,ST361,Others
blaOXA-181,ST361,Canada
blaOXA-244,ST361,Canada
blaOXA-181,ST361,USA
blaOXA-181,ST361,USA
blaOXA-181,ST361,USA
blaOXA-181,ST361,USA
blaOXA-181,ST361,USA
blaOXA-244,ST361,USA
blaOXA-244,ST361,USA
blaOXA-244,ST361,USA
blaOXA-244,ST361,USA
blaOXA-244,ST361,USA
blaOXA-244,ST361,USA
blaOXA-244,ST361,USA
blaOXA-484,ST361,USA
blaOXA-484,ST361,USA
blaOXA-484,ST361,USA
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-181,Other STs,Norway
blaOXA-181,Other STs,Others
blaOXA-181,Other STs,Lebanon
blaOXA-181,Other STs,Others
blaOXA-181,Other STs,Others
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-181,Other STs,Others
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,Switzerland
blaOXA-181,Other STs,Australia
blaOXA-181,Other STs,New Zealand
blaOXA-181,Other STs,New Zealand
blaOXA-181,Other STs,New Zealand
blaOXA-181,Other STs,United Kingdom
blaOXA-181,Other STs,United Kingdom
blaOXA-244,Other STs,United Kingdom
blaOXA-181,Other STs,New Zealand
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Netherlands
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Slovenia
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,ST405,Norway
blaOXA-181,ST405,Others
blaOXA-48,ST405,Norway
blaOXA-232,ST405,India
blaOXA-232,ST405,India
blaOXA-232,ST405,India
blaOXA-181,ST405,India
blaOXA-232,ST405,India
blaOXA-48,ST405,Spain
blaOXA-48,ST405,Qatar
blaOXA-48,ST405,USA
blaOXA-232,ST405,USA
blaOXA-181,ST405,India
blaOXA-48,ST405,Australia
blaOXA-181,ST405,Australia
blaOXA-232,ST405,Australia
blaOXA-181,ST405,Singapore
blaOXA-48,ST405,Others
blaOXA-48,ST405,Others
blaOXA-48,ST405,Others
blaOXA-48,ST405,Others
blaOXA-48,ST405,Spain
blaOXA-181,ST405,United Kingdom
blaOXA-181,ST405,United Kingdom
blaOXA-181,ST405,United Kingdom
blaOXA-181,ST405,United Kingdom
blaOXA-48,ST405,United Kingdom
blaOXA-181,ST405,United Kingdom
blaOXA-181,ST405,United Kingdom
blaOXA-181,ST405,United Kingdom
blaOXA-181,ST405,United Kingdom
blaOXA-181,ST405,United Kingdom
blaOXA-48,ST405,United Kingdom
blaOXA-48,ST405,United Kingdom
blaOXA-181,ST405,United Kingdom
blaOXA-244,ST405,USA
blaOXA-48,ST405,United Kingdom
blaOXA-48,ST405,Others
blaOXA-48,ST405,Others
blaOXA-48,ST405,Others
blaOXA-181,ST405,United Kingdom
blaOXA-181,ST405,United Kingdom
blaOXA-181,ST405,Canada
blaOXA-48,ST405,Switzerland
blaOXA-244,ST405,Netherlands
blaOXA-48,ST405,Netherlands
blaOXA-48,ST405,Spain
blaOXA-48,ST405,USA
blaOXA-48,ST405,USA
blaOXA-48,ST405,USA
blaOXA-181,ST405,USA
blaOXA-181,ST405,USA
blaOXA-48,ST405,USA
blaOXA-181,ST405,USA
blaOXA-181,ST405,USA
blaOXA-181,ST405,Others
blaOXA-181,ST405,USA
blaOXA-181,ST405,USA
blaOXA-48,ST405,USA
blaOXA-181,ST405,Others
blaOXA-244,ST405,Others
blaOXA-181,ST405,Singapore
blaOXA-181,ST405,Singapore
blaOXA-244,ST405,Netherlands
blaOXA-48,ST405,Norway
blaOXA-48,ST405,Others
blaOXA-48,ST405,Others
blaOXA-48,ST405,Switzerland
blaOXA-181,ST405,USA
blaOXA-181,ST405,USA
blaOXA-181,ST405,USA
blaOXA-181,ST405,USA
blaOXA-181,ST405,USA
blaOXA-181,ST405,USA
blaOXA-181,ST405,USA
blaOXA-181,ST405,USA
blaOXA-181,ST405,USA
blaOXA-181,ST405,USA
blaOXA-181,ST405,USA
blaOXA-48,ST405,USA
blaOXA-48,ST405,USA
blaOXA-48,ST405,USA
blaOXA-48,ST405,USA
blaOXA-48,ST405,USA
blaOXA-48,ST405,USA
blaOXA-48,ST405,USA
blaOXA-48,ST405,USA
blaOXA-484,ST405,USA
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Slovenia
blaOXA-48,Other STs,Slovenia
blaOXA-48,Other STs,Spain
blaOXA-181,ST410,Norway
blaOXA-181,ST410,Norway
blaOXA-181,ST410,Norway
blaOXA-181,ST410,Norway
blaOXA-181,ST410,Norway
blaOXA-181,ST410,Norway
blaOXA-181,ST410,Norway
blaOXA-181,ST410,Norway
blaOXA-181,ST410,Norway
blaOXA-181,ST410,Norway
blaOXA-181,ST410,Norway
blaOXA-181,ST410,Norway
blaOXA-181,ST410,Norway
blaOXA-181,ST410,Norway
blaOXA-181,ST410,Norway
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-232,ST410,Others
blaOXA-181,ST410,Others
blaOXA-48,ST410,Spain
blaOXA-181,ST410,Norway
blaOXA-181,ST410,Lebanon
blaOXA-181,ST410,Lebanon
blaOXA-181,ST410,Lebanon
blaOXA-181,ST410,Lebanon
blaOXA-181,ST410,Switzerland
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,Others
blaOXA-232,ST410,United Kingdom
blaOXA-232,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Norway
blaOXA-48,ST410,Lebanon
blaOXA-48,ST410,Lebanon
blaOXA-181,ST410,USA
blaOXA-181,ST410,Lebanon
blaOXA-181,ST410,Canada
blaOXA-181,ST410,Canada
blaOXA-181,ST410,Canada
blaOXA-181,ST410,Canada
blaOXA-181,ST410,Canada
blaOXA-181,ST410,Canada
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,India
blaOXA-181,ST410,Others
blaOXA-48,ST410,Australia
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Switzerland
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Spain
blaOXA-181,ST410,Others
blaOXA-181,ST410,Switzerland
blaOXA-181,ST410,Lebanon
blaOXA-181,ST410,Lebanon
blaOXA-181,ST410,Lebanon
blaOXA-181,ST410,Lebanon
blaOXA-181,ST410,Lebanon
blaOXA-181,ST410,USA
blaOXA-232,ST410,India
blaOXA-232,ST410,India
blaOXA-181,ST410,USA
blaOXA-48,ST410,USA
blaOXA-48,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,Qatar
blaOXA-181,ST410,Qatar
blaOXA-181,ST410,Qatar
blaOXA-181,ST410,Qatar
blaOXA-181,ST410,Qatar
blaOXA-181,ST410,Qatar
blaOXA-181,ST410,Qatar
blaOXA-181,ST410,Qatar
blaOXA-181,ST410,India
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Qatar
blaOXA-181,ST410,Qatar
blaOXA-181,ST410,USA
blaOXA-181,ST410,Others
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,India
blaOXA-181,ST410,India
blaOXA-181,ST410,India
blaOXA-181,ST410,India
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-48,ST410,Germany
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Qatar
blaOXA-244,ST410,Qatar
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Australia
blaOXA-48,ST410,Australia
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Switzerland
blaOXA-181,ST410,Switzerland
blaOXA-181,ST410,Singapore
blaOXA-181,ST410,Others
blaOXA-181,ST410,Singapore
blaOXA-181,ST410,Singapore
blaOXA-181,ST410,Singapore
blaOXA-181,ST410,Singapore
blaOXA-181,ST410,Singapore
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Switzerland
blaOXA-181,ST410,Switzerland
blaOXA-181,ST410,Switzerland
blaOXA-181,ST410,Switzerland
blaOXA-181,ST410,Switzerland
blaOXA-181,ST410,USA
blaOXA-48,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-48,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-48,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,Others
blaOXA-181,ST410,USA
blaOXA-48,ST410,USA
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,United Kingdom
blaOXA-48,ST410,Australia
blaOXA-48,ST410,Australia
blaOXA-181,ST410,USA
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Australia
blaOXA-48,ST410,Australia
blaOXA-181,ST410,Germany
blaOXA-181,ST410,Germany
blaOXA-181,ST410,Germany
blaOXA-181,ST410,Germany
blaOXA-181,ST410,Germany
blaOXA-181,ST410,Germany
blaOXA-181,ST410,USA
blaOXA-181,ST410,Others
blaOXA-181,ST410,Canada
blaOXA-181,ST410,Canada
blaOXA-181,ST410,Canada
blaOXA-181,ST410,Canada
blaOXA-181,ST410,Canada
blaOXA-181,ST410,Canada
blaOXA-48,ST410,Canada
blaOXA-181,ST410,Canada
blaOXA-181,ST410,Canada
blaOXA-181,ST410,Canada
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-48,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-48,ST410,Switzerland
blaOXA-48,ST410,Switzerland
blaOXA-48,ST410,Switzerland
blaOXA-181,ST410,USA
blaOXA-181,ST410,Others
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,USA
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Australia
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,United Kingdom
blaOXA-181,ST410,USA
blaOXA-181,ST410,Switzerland
blaOXA-181,ST410,USA
blaOXA-181,ST410,Others
blaOXA-181,ST410,India
blaOXA-181,ST410,USA
blaOXA-181,ST410,Others
blaOXA-181,ST410,USA
blaOXA-181,ST410,Others
blaOXA-181,ST410,Singapore
blaOXA-181,ST410,Singapore
blaOXA-181,ST410,Singapore
blaOXA-48,ST410,Singapore
blaOXA-181,ST410,Singapore
blaOXA-181,ST410,Others
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,Australia
blaOXA-181,ST410,Others
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-48,ST410,USA
blaOXA-48,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,Germany
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,India
blaOXA-181,ST410,India
blaOXA-181,ST410,India
blaOXA-181,ST410,India
blaOXA-181,ST410,India
blaOXA-181,ST410,India
blaOXA-181,ST410,India
blaOXA-181,ST410,India
blaOXA-181,ST410,India
blaOXA-181,ST410,India
blaOXA-181,ST410,India
blaOXA-181,ST410,India
blaOXA-484,ST410,India
blaOXA-484,ST410,India
blaOXA-484,ST410,Lebanon
blaOXA-181,ST410,Qatar
blaOXA-484,ST410,Qatar
blaOXA-181,ST410,Singapore
blaOXA-484,ST410,Singapore
blaOXA-484,ST410,Singapore
blaOXA-484,ST410,Singapore
blaOXA-484,ST410,Singapore
blaOXA-484,ST410,Singapore
blaOXA-484,ST410,Singapore
blaOXA-484,ST410,Singapore
blaOXA-484,ST410,Singapore
blaOXA-484,ST410,Singapore
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Others
blaOXA-181,ST410,Germany
blaOXA-484,ST410,Germany
blaOXA-181,ST410,Netherlands
blaOXA-48,ST410,Netherlands
blaOXA-484,ST410,Norway
blaOXA-244,ST410,Poland
blaOXA-181,ST410,Spain
blaOXA-48,ST410,Spain
blaOXA-48,ST410,Spain
blaOXA-484,ST410,Spain
blaOXA-484,ST410,Others
blaOXA-181,ST410,Switzerland
blaOXA-181,ST410,Switzerland
blaOXA-181,ST410,Switzerland
blaOXA-484,ST410,Switzerland
blaOXA-181,ST410,United Kingdom
blaOXA-48,ST410,United Kingdom
blaOXA-484,ST410,United Kingdom
blaOXA-484,ST410,United Kingdom
blaOXA-484,ST410,United Kingdom
blaOXA-181,ST410,Canada
blaOXA-181,ST410,Canada
blaOXA-181,ST410,Canada
blaOXA-181,ST410,Canada
blaOXA-181,ST410,Canada
blaOXA-181,ST410,Canada
blaOXA-181,ST410,Canada
blaOXA-181,ST410,Canada
blaOXA-181,ST410,Canada
blaOXA-48,ST410,Canada
blaOXA-48,ST410,Canada
blaOXA-484,ST410,Canada
blaOXA-484,ST410,Canada
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-181,ST410,USA
blaOXA-232,ST410,USA
blaOXA-244,ST410,USA
blaOXA-48,ST410,USA
blaOXA-48,ST410,USA
blaOXA-48,ST410,USA
blaOXA-48,ST410,USA
blaOXA-48,ST410,USA
blaOXA-48,ST410,USA
blaOXA-48,ST410,USA
blaOXA-48,ST410,USA
blaOXA-48,ST410,USA
blaOXA-48,ST410,USA
blaOXA-48,ST410,USA
blaOXA-484,ST410,USA
blaOXA-484,ST410,USA
blaOXA-484,ST410,USA
blaOXA-484,ST410,USA
blaOXA-484,ST410,USA
blaOXA-484,ST410,USA
blaOXA-484,ST410,USA
blaOXA-484,ST410,USA
blaOXA-484,ST410,USA
blaOXA-484,ST410,USA
blaOXA-484,ST410,USA
blaOXA-484,ST410,USA
blaOXA-48,ST410,Australia
blaOXA-484,ST410,Australia
blaOXA-181,ST410,New Zealand
blaOXA-181,ST410,New Zealand
blaOXA-181,ST410,New Zealand
blaOXA-181,ST410,New Zealand
blaOXA-181,ST410,New Zealand
blaOXA-181,ST410,New Zealand
blaOXA-181,ST410,New Zealand
blaOXA-181,ST410,New Zealand
blaOXA-181,ST410,New Zealand
blaOXA-181,ST410,New Zealand
blaOXA-181,ST410,New Zealand
blaOXA-48,ST410,New Zealand
blaOXA-48,ST410,New Zealand
blaOXA-48,ST410,New Zealand
blaOXA-48,ST410,Others
blaOXA-48,ST410,Others
blaOXA-48,ST410,Others
blaOXA-48,ST410,Others
blaOXA-48,ST410,Others
blaOXA-48,ST410,Others
blaOXA-48,ST410,Others
blaOXA-48,Other STs,Canada
blaOXA-48,Other STs,United Kingdom
blaOXA-244,Other STs,USA
blaOXA-244,Other STs,Singapore
blaOXA-244,Other STs,Poland
blaOXA-244,Other STs,Others
blaOXA-244,Other STs,Slovenia
blaOXA-244,Other STs,Slovenia
blaOXA-244,Other STs,USA
blaOXA-181,Other STs,United Kingdom
blaOXA-181,Other STs,Canada
blaOXA-181,Other STs,United Kingdom
blaOXA-181,Other STs,United Kingdom
blaOXA-181,Other STs,United Kingdom
blaOXA-181,Other STs,United Kingdom
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,New Zealand
blaOXA-181,Other STs,New Zealand
blaOXA-181,ST448,Others
blaOXA-181,ST448,Qatar
blaOXA-181,ST448,India
blaOXA-181,ST448,India
blaOXA-48,ST448,Germany
blaOXA-48,ST448,Germany
blaOXA-181,ST448,Australia
blaOXA-181,ST448,Australia
blaOXA-181,ST448,Singapore
blaOXA-181,ST448,United Kingdom
blaOXA-181,ST448,USA
blaOXA-181,ST448,Canada
blaOXA-181,ST448,USA
blaOXA-181,ST448,USA
blaOXA-181,ST448,Germany
blaOXA-181,ST448,India
blaOXA-181,ST448,India
blaOXA-181,ST448,Others
blaOXA-181,ST448,USA
blaOXA-181,ST448,USA
blaOXA-181,ST448,USA
blaOXA-244,ST448,USA
