Layer1,Layer2,Layer3
blaOXA-244,ST38,USA
blaOXA-244,ST38,USA
blaOXA-244,ST38,USA
blaOXA-244,ST38,USA
blaOXA-244,ST38,USA
blaOXA-244,ST38,USA
blaOXA-244,ST38,USA
blaOXA-244,ST38,USA
blaOXA-244,ST38,USA
blaOXA-244,ST38,USA
blaOXA-244,ST38,USA
blaOXA-244,ST38,USA
blaOXA-48,ST38,USA
blaOXA-48,ST38,USA
blaOXA-48,ST38,USA
blaOXA-48,ST38,USA
blaOXA-48,ST38,USA
blaOXA-48,ST38,USA
blaOXA-48,ST38,USA
blaOXA-484,ST38,USA
blaOXA-181,ST38,New Zealand
blaOXA-244,ST38,New Zealand
blaOXA-244,ST38,New Zealand
blaOXA-244,ST38,New Zealand
blaOXA-244,ST38,New Zealand
blaOXA-48,ST38,New Zealand
blaOXA-48,ST38,New Zealand
blaOXA-48,ST38,New Zealand
blaOXA-48,ST38,New Zealand
blaOXA-48,ST38,New Zealand
blaOXA-48,ST38,New Zealand
blaOXA-244,ST38,Others
blaOXA-181,Other STs,Others
blaOXA-181,Other STs,Netherlands
blaOXA-48,Other STs,Spain
blaOXA-181,Other STs,United Kingdom
blaOXA-181,Other STs,Canada
blaOXA-48,Other STs,Spain
blaOXA-181,Other STs,United Kingdom
blaOXA-181,Other STs,Canada
blaOXA-181,Other STs,Singapore
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,Others
blaOXA-244,Other STs,Spain
blaOXA-181,Other STs,Canada
blaOXA-181,Other STs,Canada
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-484,Other STs,USA
blaOXA-181,Other STs,New Zealand
blaOXA-232,Other STs,Norway
blaOXA-181,Other STs,Norway
blaOXA-181,Other STs,Others
blaOXA-48,Other STs,Lebanon
blaOXA-181,Other STs,Others
blaOXA-181,Other STs,Lebanon
blaOXA-181,Other STs,Others
blaOXA-181,Other STs,Others
blaOXA-181,Other STs,Others
blaOXA-181,Other STs,Canada
blaOXA-181,Other STs,Canada
blaOXA-181,Other STs,Canada
blaOXA-181,Other STs,USA
blaOXA-48,Other STs,Netherlands
blaOXA-232,Other STs,Australia
blaOXA-181,Other STs,Others
blaOXA-48,Other STs,Slovenia
blaOXA-48,Other STs,Germany
blaOXA-48,Other STs,United Kingdom
blaOXA-48,ST58,Spain
blaOXA-48,ST58,Spain
blaOXA-48,ST58,Qatar
blaOXA-181,ST58,Qatar
blaOXA-181,ST58,Germany
blaOXA-48,ST58,Switzerland
blaOXA-48,ST58,Others
blaOXA-244,ST58,Others
blaOXA-48,ST58,United Kingdom
blaOXA-48,ST58,United Kingdom
blaOXA-48,ST58,Germany
blaOXA-48,ST58,Others
blaOXA-48,ST58,Canada
blaOXA-48,ST58,Switzerland
blaOXA-48,ST58,Germany
blaOXA-244,ST58,Others
blaOXA-181,ST58,Singapore
blaOXA-48,ST58,Germany
blaOXA-244,ST58,Netherlands
blaOXA-48,ST58,Netherlands
blaOXA-48,ST58,Netherlands
blaOXA-244,ST58,Poland
blaOXA-244,ST58,Poland
blaOXA-244,ST58,Poland
blaOXA-244,ST58,Poland
blaOXA-244,ST58,Poland
blaOXA-244,ST58,Poland
blaOXA-244,ST58,Poland
blaOXA-244,ST58,Poland
blaOXA-244,ST58,Poland
blaOXA-244,ST58,Slovenia
blaOXA-244,ST58,Slovenia
blaOXA-244,ST58,Slovenia
blaOXA-48,ST58,Slovenia
blaOXA-48,ST58,Slovenia
blaOXA-48,ST58,Switzerland
blaOXA-48,ST58,Switzerland
blaOXA-48,ST58,Switzerland
blaOXA-181,ST58,United Kingdom
blaOXA-181,ST58,Others
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Germany
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-48,ST69,Norway
blaOXA-244,ST69,Norway
blaOXA-244,ST69,Norway
blaOXA-244,ST69,Norway
blaOXA-244,ST69,Norway
blaOXA-48,ST69,Others
blaOXA-48,ST69,United Kingdom
blaOXA-48,ST69,Australia
blaOXA-244,ST69,Others
blaOXA-48,ST69,Spain
blaOXA-244,ST69,USA
blaOXA-244,ST69,Germany
blaOXA-48,ST69,Netherlands
blaOXA-48,ST69,Netherlands
blaOXA-244,ST69,Netherlands
blaOXA-181,ST69,Qatar
blaOXA-48,ST69,Australia
blaOXA-244,ST69,Others
blaOXA-48,ST69,United Kingdom
blaOXA-48,ST69,United Kingdom
blaOXA-244,ST69,United Kingdom
blaOXA-48,ST69,United Kingdom
blaOXA-232,ST69,Others
blaOXA-244,ST69,USA
blaOXA-48,ST69,Canada
blaOXA-48,ST69,Switzerland
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-48,ST69,Spain
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,Others
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-181,ST69,USA
blaOXA-181,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,Lebanon
blaOXA-244,ST69,Lebanon
blaOXA-244,ST69,Lebanon
blaOXA-48,ST69,Others
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,Others
blaOXA-244,ST69,Others
blaOXA-244,ST69,Lebanon
blaOXA-244,ST69,Lebanon
blaOXA-244,ST69,Lebanon
blaOXA-244,ST69,Lebanon
blaOXA-244,ST69,Lebanon
blaOXA-244,ST69,Lebanon
blaOXA-48,ST69,Lebanon
blaOXA-181,ST69,Singapore
blaOXA-244,ST69,Others
blaOXA-244,ST69,Germany
blaOXA-244,ST69,Netherlands
blaOXA-244,ST69,Netherlands
blaOXA-244,ST69,Poland
blaOXA-244,ST69,Poland
blaOXA-244,ST69,Poland
blaOXA-244,ST69,Slovenia
blaOXA-244,ST69,Slovenia
blaOXA-244,ST69,Slovenia
blaOXA-244,ST69,Slovenia
blaOXA-48,ST69,Slovenia
blaOXA-48,ST69,Spain
blaOXA-48,ST69,Spain
blaOXA-244,ST69,Others
blaOXA-244,ST69,Others
blaOXA-244,ST69,Others
blaOXA-48,ST69,Others
blaOXA-244,ST69,Canada
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,USA
blaOXA-244,ST69,New Zealand
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Slovenia
blaOXA-48,Other STs,Lebanon
blaOXA-48,Other STs,Lebanon
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Others
blaOXA-162,Other STs,Germany
blaOXA-181,Other STs,Netherlands
blaOXA-48,Other STs,Netherlands
blaOXA-48,Other STs,Netherlands
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,Switzerland
blaOXA-181,Other STs,Norway
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-484,Other STs,Canada
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-48,Other STs,Slovenia
blaOXA-48,Other STs,Switzerland
blaOXA-181,Other STs,Qatar
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,Slovenia
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-244,Other STs,Netherlands
blaOXA-48,Other STs,Singapore
blaOXA-181,Other STs,India
blaOXA-48,Other STs,Singapore
blaOXA-181,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-181,Other STs,Others
blaOXA-48,Other STs,Slovenia
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Others
blaOXA-484,Other STs,USA
blaOXA-48,Other STs,Germany
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,Slovenia
blaOXA-181,Other STs,Australia
blaOXA-48,Other STs,Spain
blaOXA-48,ST127,Spain
blaOXA-48,ST127,Spain
blaOXA-48,ST127,Spain
blaOXA-48,ST127,USA
blaOXA-48,ST127,Germany
blaOXA-48,ST127,Germany
blaOXA-48,ST127,Netherlands
blaOXA-48,ST127,Netherlands
blaOXA-48,ST127,Netherlands
blaOXA-48,ST127,Netherlands
blaOXA-48,ST127,Netherlands
blaOXA-48,ST127,Netherlands
blaOXA-232,ST127,Others
blaOXA-48,ST127,United Kingdom
blaOXA-48,ST127,United Kingdom
blaOXA-181,ST127,USA
blaOXA-48,ST127,Switzerland
blaOXA-48,ST127,Switzerland
blaOXA-48,ST127,Switzerland
blaOXA-48,ST127,Others
blaOXA-48,ST127,Netherlands
blaOXA-48,ST127,Netherlands
blaOXA-48,ST127,Netherlands
blaOXA-48,ST127,Netherlands
blaOXA-48,ST127,Netherlands
blaOXA-48,ST127,Netherlands
blaOXA-48,ST127,Netherlands
blaOXA-48,ST127,Netherlands
blaOXA-48,ST127,Netherlands
blaOXA-48,ST127,Netherlands
blaOXA-48,ST127,Netherlands
blaOXA-48,ST127,Netherlands
blaOXA-48,ST127,Netherlands
blaOXA-48,ST127,Netherlands
blaOXA-48,ST127,Netherlands
blaOXA-48,ST127,Netherlands
blaOXA-48,ST127,Netherlands
blaOXA-48,ST127,Netherlands
blaOXA-48,ST127,Netherlands
blaOXA-48,ST127,Slovenia
blaOXA-48,ST127,Spain
blaOXA-48,ST127,Spain
blaOXA-48,ST127,Spain
blaOXA-48,ST127,Spain
blaOXA-181,ST127,New Zealand
blaOXA-48,Other STs,United Kingdom
blaOXA-244,ST131,Norway
blaOXA-232,ST131,Norway
blaOXA-48,ST131,Norway
blaOXA-181,ST131,Norway
blaOXA-48,ST131,Norway
blaOXA-244,ST131,Norway
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,United Kingdom
blaOXA-48,ST131,United Kingdom
blaOXA-48,ST131,United Kingdom
blaOXA-48,ST131,United Kingdom
blaOXA-48,ST131,United Kingdom
blaOXA-48,ST131,United Kingdom
blaOXA-48,ST131,United Kingdom
blaOXA-48,ST131,United Kingdom
blaOXA-181,ST131,United Kingdom
blaOXA-48,ST131,United Kingdom
blaOXA-48,ST131,Netherlands
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-181,ST131,USA
blaOXA-48,ST131,Others
blaOXA-48,ST131,Others
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Australia
blaOXA-181,ST131,Canada
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,USA
blaOXA-181,ST131,USA
blaOXA-181,ST131,USA
blaOXA-181,ST131,USA
blaOXA-232,ST131,India
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-244,ST131,Germany
blaOXA-244,ST131,Germany
blaOXA-244,ST131,Germany
blaOXA-244,ST131,Qatar
blaOXA-244,ST131,Germany
blaOXA-48,ST131,Australia
blaOXA-48,ST131,Australia
blaOXA-48,ST131,Australia
blaOXA-48,ST131,Australia
blaOXA-181,ST131,Singapore
blaOXA-181,ST131,Singapore
blaOXA-48,ST131,Lebanon
blaOXA-181,ST131,Others
blaOXA-48,ST131,Others
blaOXA-48,ST131,United Kingdom
blaOXA-48,ST131,United Kingdom
blaOXA-181,ST131,United Kingdom
blaOXA-48,ST131,United Kingdom
blaOXA-48,ST131,United Kingdom
blaOXA-48,ST131,United Kingdom
blaOXA-48,ST131,United Kingdom
blaOXA-48,ST131,USA
blaOXA-244,ST131,USA
blaOXA-48,ST131,United Kingdom
blaOXA-181,ST131,United Kingdom
blaOXA-244,ST131,Canada
blaOXA-181,ST131,Others
blaOXA-48,ST131,USA
blaOXA-48,ST131,Switzerland
blaOXA-48,ST131,Switzerland
blaOXA-48,ST131,Australia
blaOXA-48,ST131,Australia
blaOXA-181,ST131,USA
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,USA
blaOXA-244,ST131,USA
blaOXA-48,ST131,USA
blaOXA-181,ST131,India
blaOXA-181,ST131,USA
blaOXA-181,ST131,USA
blaOXA-181,ST131,USA
blaOXA-48,ST131,USA
blaOXA-181,ST131,Singapore
blaOXA-48,ST131,Singapore
blaOXA-181,ST131,Lebanon
blaOXA-181,ST131,Lebanon
blaOXA-181,ST131,Lebanon
blaOXA-181,ST131,Lebanon
blaOXA-181,ST131,Lebanon
blaOXA-48,ST131,USA
blaOXA-48,ST131,USA
blaOXA-48,ST131,USA
blaOXA-181,ST131,USA
blaOXA-244,ST131,USA
blaOXA-244,ST131,USA
blaOXA-244,ST131,USA
blaOXA-244,ST131,USA
blaOXA-232,ST131,Germany
blaOXA-181,ST131,USA
blaOXA-181,ST131,USA
blaOXA-244,ST131,Others
blaOXA-244,ST131,Others
blaOXA-181,ST131,Qatar
blaOXA-181,ST131,Singapore
blaOXA-48,ST131,Others
blaOXA-181,ST131,Others
blaOXA-181,ST131,Others
blaOXA-181,ST131,Others
blaOXA-244,ST131,Others
blaOXA-244,ST131,Others
blaOXA-244,ST131,Others
blaOXA-244,ST131,Others
blaOXA-244,ST131,Others
blaOXA-244,ST131,Others
blaOXA-244,ST131,Others
blaOXA-244,ST131,Others
blaOXA-244,ST131,Others
blaOXA-244,ST131,Others
blaOXA-244,ST131,Others
blaOXA-244,ST131,Others
blaOXA-244,ST131,Others
blaOXA-244,ST131,Others
blaOXA-244,ST131,Others
blaOXA-244,ST131,Others
blaOXA-244,ST131,Others
blaOXA-244,ST131,Others
blaOXA-244,ST131,Others
blaOXA-244,ST131,Others
blaOXA-48,ST131,Others
blaOXA-48,ST131,Others
blaOXA-48,ST131,Others
blaOXA-48,ST131,Others
blaOXA-48,ST131,Others
blaOXA-48,ST131,Others
blaOXA-48,ST131,Others
blaOXA-48,ST131,Others
blaOXA-244,ST131,Germany
blaOXA-244,ST131,Germany
blaOXA-244,ST131,Germany
blaOXA-244,ST131,Netherlands
blaOXA-244,ST131,Netherlands
blaOXA-244,ST131,Netherlands
blaOXA-244,ST131,Netherlands
blaOXA-48,ST131,Netherlands
blaOXA-244,ST131,Poland
blaOXA-244,ST131,Poland
blaOXA-244,ST131,Others
blaOXA-244,ST131,Slovenia
blaOXA-244,ST131,Slovenia
blaOXA-244,ST131,Slovenia
blaOXA-244,ST131,Slovenia
blaOXA-244,ST131,Slovenia
blaOXA-244,ST131,Slovenia
blaOXA-244,ST131,Slovenia
blaOXA-244,ST131,Slovenia
blaOXA-244,ST131,Slovenia
blaOXA-244,ST131,Slovenia
blaOXA-48,ST131,Slovenia
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Spain
blaOXA-48,ST131,Others
blaOXA-48,ST131,Others
blaOXA-244,ST131,Switzerland
blaOXA-181,ST131,United Kingdom
blaOXA-48,ST131,United Kingdom
blaOXA-181,ST131,Canada
blaOXA-244,ST131,Canada
blaOXA-48,ST131,Canada
blaOXA-48,ST131,Canada
blaOXA-48,ST131,Canada
blaOXA-48,ST131,Canada
blaOXA-48,ST131,Canada
blaOXA-181,ST131,USA
blaOXA-181,ST131,USA
blaOXA-181,ST131,USA
blaOXA-181,ST131,USA
blaOXA-181,ST131,USA
blaOXA-181,ST131,USA
blaOXA-181,ST131,USA
blaOXA-181,ST131,USA
blaOXA-181,ST131,USA
blaOXA-181,ST131,USA
blaOXA-181,ST131,USA
blaOXA-181,ST131,USA
blaOXA-244,ST131,USA
blaOXA-244,ST131,USA
blaOXA-244,ST131,USA
blaOXA-244,ST131,USA
blaOXA-244,ST131,USA
blaOXA-244,ST131,USA
blaOXA-244,ST131,USA
blaOXA-244,ST131,USA
blaOXA-244,ST131,USA
blaOXA-244,ST131,USA
blaOXA-48,ST131,USA
blaOXA-48,ST131,USA
blaOXA-48,ST131,USA
blaOXA-48,ST131,USA
blaOXA-48,ST131,USA
blaOXA-48,ST131,USA
blaOXA-484,ST131,USA
blaOXA-48,ST131,Australia
blaOXA-48,ST131,Australia
blaOXA-48,ST131,New Zealand
blaOXA-48,ST131,New Zealand
blaOXA-48,ST131,New Zealand
blaOXA-48,ST131,New Zealand
blaOXA-48,ST131,New Zealand
blaOXA-48,ST131,New Zealand
blaOXA-48,ST131,New Zealand
blaOXA-48,ST131,New Zealand
blaOXA-48,ST131,New Zealand
blaOXA-48,ST131,New Zealand
blaOXA-48,ST131,New Zealand
blaOXA-48,ST131,New Zealand
blaOXA-48,ST131,New Zealand
blaOXA-48,ST131,New Zealand
blaOXA-48,ST131,New Zealand
blaOXA-48,ST131,New Zealand
blaOXA-48,ST131,New Zealand
blaOXA-48,ST131,New Zealand
blaOXA-48,ST131,New Zealand
blaOXA-48,ST131,New Zealand
blaOXA-48,ST131,New Zealand
blaOXA-48,ST131,New Zealand
blaOXA-48,ST131,New Zealand
blaOXA-48,ST131,New Zealand
blaOXA-163,ST131,Others
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Netherlands
blaOXA-48,Other STs,Netherlands
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Norway
blaOXA-162,Other STs,Others
blaOXA-48,Other STs,Spain
blaOXA-162,Other STs,Others
blaOXA-48,Other STs,United Kingdom
blaOXA-181,Other STs,Singapore
blaOXA-48,Other STs,Netherlands
blaOXA-48,Other STs,Slovenia
blaOXA-244,Other STs,Others
blaOXA-181,Other STs,Others
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Canada
blaOXA-48,Other STs,Australia
blaOXA-48,Other STs,Germany
blaOXA-48,Other STs,Spain
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,Qatar
blaOXA-48,Other STs,Others
blaOXA-181,Other STs,Singapore
blaOXA-48,Other STs,United Kingdom
blaOXA-244,Other STs,United Kingdom
blaOXA-181,Other STs,United Kingdom
blaOXA-181,Other STs,United Kingdom
blaOXA-181,Other STs,Canada
blaOXA-181,Other STs,USA
blaOXA-244,Other STs,Netherlands
blaOXA-48,Other STs,Spain
blaOXA-181,Other STs,Canada
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,Australia
blaOXA-181,Other STs,New Zealand
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,Netherlands
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,Switzerland
blaOXA-181,Other STs,Canada
blaOXA-48,ST167,Norway
blaOXA-48,ST167,Norway
blaOXA-48,ST167,Norway
blaOXA-181,ST167,Others
blaOXA-181,ST167,Others
blaOXA-181,ST167,Others
blaOXA-181,ST167,USA
blaOXA-48,ST167,Lebanon
blaOXA-48,ST167,Lebanon
blaOXA-232,ST167,Canada
blaOXA-232,ST167,Others
blaOXA-232,ST167,Others
blaOXA-181,ST167,USA
blaOXA-244,ST167,Others
blaOXA-181,ST167,India
blaOXA-181,ST167,India
blaOXA-181,ST167,India
blaOXA-48,ST167,USA
blaOXA-48,ST167,USA
blaOXA-232,ST167,USA
blaOXA-244,ST167,Germany
blaOXA-181,ST167,Germany
blaOXA-181,ST167,Germany
blaOXA-181,ST167,Others
blaOXA-244,ST167,Qatar
blaOXA-181,ST167,Germany
blaOXA-181,ST167,Australia
blaOXA-181,ST167,Australia
blaOXA-232,ST167,Singapore
blaOXA-232,ST167,Singapore
blaOXA-48,ST167,USA
blaOXA-48,ST167,Others
blaOXA-181,ST167,Others
blaOXA-181,ST167,Others
blaOXA-181,ST167,United Kingdom
blaOXA-181,ST167,United Kingdom
blaOXA-181,ST167,United Kingdom
blaOXA-181,ST167,United Kingdom
blaOXA-181,ST167,United Kingdom
blaOXA-244,ST167,USA
blaOXA-48,ST167,United Kingdom
blaOXA-181,ST167,USA
blaOXA-48,ST167,USA
blaOXA-244,ST167,USA
blaOXA-244,ST167,Australia
blaOXA-244,ST167,Australia
blaOXA-181,ST167,Germany
blaOXA-244,ST167,USA
blaOXA-244,ST167,Canada
blaOXA-244,ST167,Canada
blaOXA-181,ST167,Lebanon
blaOXA-181,ST167,USA
blaOXA-181,ST167,India
blaOXA-181,ST167,India
blaOXA-181,ST167,India
blaOXA-181,ST167,USA
blaOXA-244,ST167,USA
blaOXA-181,ST167,India
blaOXA-181,ST167,Others
blaOXA-181,ST167,Others
blaOXA-181,ST167,India
blaOXA-181,ST167,USA
blaOXA-48,ST167,USA
blaOXA-244,ST167,USA
blaOXA-232,ST167,USA
blaOXA-48,ST167,Others
blaOXA-48,ST167,Others
blaOXA-484,ST167,India
blaOXA-48,ST167,Others
blaOXA-232,ST167,Singapore
blaOXA-484,ST167,Singapore
blaOXA-181,ST167,Germany
blaOXA-244,ST167,Germany
blaOXA-244,ST167,Netherlands
blaOXA-244,ST167,Netherlands
blaOXA-484,ST167,Norway
blaOXA-244,ST167,Poland
blaOXA-244,ST167,Poland
blaOXA-244,ST167,Poland
blaOXA-244,ST167,Spain
blaOXA-244,ST167,Spain
blaOXA-181,ST167,Others
blaOXA-181,ST167,Others
blaOXA-181,ST167,Others
blaOXA-48,ST167,Others
blaOXA-181,ST167,Canada
blaOXA-48,ST167,Canada
blaOXA-181,ST167,USA
blaOXA-181,ST167,USA
blaOXA-181,ST167,USA
blaOXA-181,ST167,USA
blaOXA-181,ST167,USA
blaOXA-181,ST167,USA
blaOXA-181,ST167,USA
blaOXA-181,ST167,USA
blaOXA-181,ST167,USA
blaOXA-181,ST167,USA
blaOXA-181,ST167,USA
blaOXA-181,ST167,USA
blaOXA-232,ST167,USA
blaOXA-244,ST167,USA
blaOXA-244,ST167,USA
blaOXA-244,ST167,USA
blaOXA-244,ST167,USA
blaOXA-244,ST167,USA
blaOXA-244,ST167,USA
blaOXA-244,ST167,USA
blaOXA-48,ST167,USA
blaOXA-48,ST167,USA
blaOXA-48,ST167,USA
blaOXA-48,ST167,USA
blaOXA-48,ST167,USA
blaOXA-48,ST167,USA
blaOXA-484,ST167,USA
blaOXA-484,ST167,USA
blaOXA-484,ST167,USA
blaOXA-484,ST167,USA
blaOXA-484,ST167,USA
blaOXA-484,ST167,USA
blaOXA-484,ST167,USA
blaOXA-181,ST167,New Zealand
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,Lebanon
blaOXA-244,Other STs,Canada
blaOXA-181,Other STs,Switzerland
blaOXA-181,ST205,Norway
blaOXA-181,ST205,Norway
blaOXA-181,ST205,Norway
blaOXA-181,ST205,Switzerland
blaOXA-181,ST205,Canada
blaOXA-48,ST205,Switzerland
blaOXA-181,ST205,Lebanon
blaOXA-181,ST205,Others
blaOXA-48,ST205,Others
blaOXA-181,ST205,Australia
blaOXA-181,ST205,Australia
blaOXA-181,ST205,Others
blaOXA-181,ST205,Lebanon
blaOXA-181,ST205,United Kingdom
blaOXA-181,ST205,United Kingdom
blaOXA-181,ST205,United Kingdom
blaOXA-181,ST205,United Kingdom
blaOXA-181,ST205,United Kingdom
blaOXA-181,ST205,United Kingdom
blaOXA-181,ST205,United Kingdom
blaOXA-181,ST205,United Kingdom
blaOXA-181,ST205,United Kingdom
blaOXA-181,ST205,USA
blaOXA-181,ST205,USA
blaOXA-48,ST205,Switzerland
blaOXA-181,ST205,India
blaOXA-181,ST205,Others
blaOXA-181,ST205,Others
blaOXA-181,ST205,Australia
blaOXA-181,ST205,New Zealand
blaOXA-181,ST205,New Zealand
blaOXA-181,ST205,New Zealand
blaOXA-181,ST205,New Zealand
blaOXA-181,ST205,New Zealand
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Slovenia
blaOXA-244,Other STs,Slovenia
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,United Kingdom
blaOXA-181,Other STs,Singapore
blaOXA-48,Other STs,Spain
blaOXA-181,Other STs,New Zealand
blaOXA-48,Other STs,Slovenia
blaOXA-181,Other STs,USA
blaOXA-48,Other STs,Australia
blaOXA-48,Other STs,Australia
blaOXA-181,Other STs,Singapore
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,Switzerland
blaOXA-244,Other STs,Lebanon
blaOXA-244,Other STs,Lebanon
blaOXA-181,Other STs,Singapore
blaOXA-244,Other STs,Poland
blaOXA-48,Other STs,Slovenia
blaOXA-48,Other STs,Spain
blaOXA-244,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,Spain
blaOXA-244,Other STs,Norway
blaOXA-48,Other STs,Norway
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,Australia
blaOXA-48,Other STs,Qatar
blaOXA-48,Other STs,Germany
blaOXA-48,Other STs,Australia
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Canada
blaOXA-48,Other STs,Lebanon
blaOXA-48,Other STs,USA
blaOXA-244,Other STs,Germany
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,Others
blaOXA-181,Other STs,Canada
blaOXA-48,Other STs,Canada
blaOXA-48,Other STs,Canada
